# x y error_dist error_ang_rad delta_f_rad delta_r_rad omega_rads
-3.685795337298104712e+00 -1.938991877900884120e+00 4.456281973567399746e+00 -1.006384954493833472e+00 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-3.740335933184351092e+00 -1.932447632296550921e+00 4.502638931771032027e+00 -1.011891264214537456e+00 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-3.774787777606343209e+00 -1.927977881906451252e+00 4.531877232235276054e+00 -1.012496299672570155e+00 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-3.826464951823335348e+00 -1.921116566707458562e+00 4.575812607400818521e+00 -1.013765432530129962e+00 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-3.856279582632814229e+00 -1.917535689060958504e+00 4.601395901810167999e+00 -1.017454313391054299e+00 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-3.899137828650747206e+00 -1.909753349046541260e+00 4.637179274793666650e+00 -1.010154854417155246e+00 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-3.934987809721629315e+00 -1.905233286489044442e+00 4.668024543284442274e+00 -1.016389535191514426e+00 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-3.969905249829806415e+00 -1.900228074127016553e+00 4.697896108964318529e+00 -1.018600301049726653e+00 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.001719268238223215e+00 -1.895915144834705801e+00 4.725276845256344949e+00 -1.022778206374262311e+00 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.039816910288051233e+00 -1.887366383471176468e+00 4.756799612448131320e+00 -1.008496027505397574e+00 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.080191641555146909e+00 -1.877700819108968577e+00 4.790089914419043637e+00 -9.979648739611650665e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.106912308396792888e+00 -1.871950258664943023e+00 4.812443651774395370e+00 -9.957306326539041574e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.149320587664859339e+00 -1.863046447844419529e+00 4.848111594276613090e+00 -9.920735766321795435e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.176697640697641489e+00 -1.856248592225034466e+00 4.870803171370953422e+00 -9.883627967850384666e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.222395366390585103e+00 -1.845007424486069025e+00 4.908847110627251098e+00 -9.811177405801361218e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.250097840673234373e+00 -1.839887350636435492e+00 4.932617303125368835e+00 -9.875796494792614677e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.289985742085904441e+00 -1.829024062335126821e+00 4.965637146470194274e+00 -9.774643111337943946e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.315096723278887936e+00 -1.821667491683179874e+00 4.986298905213859101e+00 -9.699872962204028060e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.352932545780803686e+00 -1.811588571427884320e+00 5.017890851687389464e+00 -9.598219067248621172e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.385797597948718263e+00 -1.802240148227860495e+00 5.045206310198915745e+00 -9.614619496938906495e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.423532725306904112e+00 -1.790295733187297067e+00 5.076244726470780400e+00 -9.539119694472083522e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.449250615471173731e+00 -1.780662528647920295e+00 5.096944709915542937e+00 -9.414665831772389692e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.499424550054060390e+00 -1.766254574766187746e+00 5.139017265139557367e+00 -9.459436870021942223e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.525944030756891223e+00 -1.757022176327203145e+00 5.160778728940131899e+00 -9.406835308231935588e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.569745337935363416e+00 -1.741931337829515591e+00 5.196907057666718899e+00 -9.351723585178535192e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.597744762831355025e+00 -1.733042982914013708e+00 5.220337723769399751e+00 -9.296120129366255425e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.640452356851322513e+00 -1.716548432309030758e+00 5.255231520661530098e+00 -9.201897164401970919e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.665463582401857323e+00 -1.705907130323578436e+00 5.275426539785739166e+00 -9.070698882556825771e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.694943720675918364e+00 -1.693381447551228991e+00 5.299315541000861884e+00 -8.995869944531533768e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.735675299315107445e+00 -1.676295577494991029e+00 5.332531814641365386e+00 -8.916592584319928960e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.759394919298801874e+00 -1.666407800211261669e+00 5.351967252236602413e+00 -8.862891675533465241e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.800244381440631258e+00 -1.650508951949481773e+00 5.385907689177808599e+00 -8.901385989165992996e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.826636175715091071e+00 -1.638657631992296970e+00 5.407432549687556822e+00 -8.848620566516764985e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.861564693947134863e+00 -1.621502718020263023e+00 5.435586810150207171e+00 -8.685515793072329238e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.887078281920672396e+00 -1.608458830110947924e+00 5.456084448529386677e+00 -8.601175479982841043e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.927507838067546331e+00 -1.588317209611193714e+00 5.488867970329463830e+00 -8.502604173579547675e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.952574288684146175e+00 -1.575747089813377411e+00 5.509258339020632889e+00 -8.439722280052461834e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-4.978317137945079018e+00 -1.561895958379497129e+00 5.530002589284915615e+00 -8.356275525852752128e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.016598946411286342e+00 -1.540368099836361804e+00 5.560734426636369854e+00 -8.245936256934957020e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.042976477986368167e+00 -1.525572301214022986e+00 5.582022683425362786e+00 -8.189534694103415280e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.080749452342757877e+00 -1.503539728624336380e+00 5.612424557393963731e+00 -8.083391710595566604e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.105068267685200389e+00 -1.489152293928795334e+00 5.632037015767145327e+00 -8.020686867640651752e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.142960211709613816e+00 -1.465417192960407622e+00 5.662400323427033477e+00 -7.943450106460876459e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.168023974156973566e+00 -1.449199708083819704e+00 5.682456325996714241e+00 -7.873373922991291352e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.205062734578977945e+00 -1.426842296388121767e+00 5.712652964550559709e+00 -7.840601871043579862e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.232175595377099420e+00 -1.408474630816745288e+00 5.734371411786098882e+00 -7.790433856335358120e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.270148240692593689e+00 -1.382599959854777794e+00 5.764928172311269527e+00 -7.710395564494014753e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.293602014226998165e+00 -1.366386663641566246e+00 5.783848481220045912e+00 -7.674231673718164837e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.329695189924553489e+00 -1.340137961960293778e+00 5.812818600491034715e+00 -7.583703516371554931e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.354491870409567866e+00 -1.321537354350587279e+00 5.832707555447081305e+00 -7.518368463677154168e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.378625234612409933e+00 -1.303618314688069102e+00 5.852198214971900292e+00 -7.488487651234019271e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.414524114513998398e+00 -1.274629707940855727e+00 5.880849451227778246e+00 -7.359559867893916696e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.438862188047807855e+00 -1.255293755945438239e+00 5.900467486172818354e+00 -7.317868208757545290e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.471273819320455978e+00 -1.228906451247175013e+00 5.926613475889564775e+00 -7.239503261259394584e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.493923465343558021e+00 -1.209996785960587129e+00 5.944895111888101269e+00 -7.183568855977329193e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.517234569513155051e+00 -1.189967191041073846e+00 5.963691257541919200e+00 -7.128160161257599547e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.550196275643670241e+00 -1.161142740038347165e+00 5.990339838237578540e+00 -7.056719761676550906e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.572635560970600643e+00 -1.141231874396395174e+00 6.008541564335583729e+00 -7.015077262954072523e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.605653614890030667e+00 -1.110462007903960657e+00 6.035224567128097739e+00 -6.890657848081613857e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.627700264127547314e+00 -1.089326093941825668e+00 6.053056803639755401e+00 -6.841042250497108013e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.660607634821973377e+00 -1.057102059033035113e+00 6.079744168359623835e+00 -6.735168976169596533e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.682111887624798463e+00 -1.035306623951491645e+00 6.097183324850762531e+00 -6.655811377819335073e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.702203541984376400e+00 -1.014679521065051215e+00 6.113526808057634376e+00 -6.589124755828715818e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.722741101366676020e+00 -9.926089033121406890e-01 6.130168080895958660e+00 -6.505696919285016699e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.752972027322245552e+00 -9.595112019591107710e-01 6.154755404659788987e+00 -6.400332981535278298e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.771372472818605992e+00 -9.393661515401521278e-01 6.169832315507963294e+00 -6.334748308073554490e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.790270450276197245e+00 -9.180773764282161853e-01 6.185314972381642740e+00 -6.281340154095151895e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.807612740108867300e+00 -8.968023794239342594e-01 6.199352318989970634e+00 -6.181235282012504939e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.824624033136793777e+00 -8.758590164926706167e-01 6.213198249546868723e+00 -6.076293666722715203e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.843318203904860120e+00 -8.531606269367868478e-01 6.228556612049034769e+00 -6.021420720115594483e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.860789295809417432e+00 -8.306147211938390562e-01 6.242823756896328291e+00 -5.948603886849780364e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.879338719156505633e+00 -8.066692745688781585e-01 6.258077138943078488e+00 -5.895897279472479546e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.897036092301873644e+00 -7.833278211454535178e-01 6.272669686929453370e+00 -5.817282466608716396e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.914337678546574217e+00 -7.599102043685596053e-01 6.286962743782560814e+00 -5.765740928437566026e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.931437212081295485e+00 -7.374208940969108061e-01 6.301265814529061871e+00 -5.709154730468228856e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.948921164857615018e+00 -7.127783129166029852e-01 6.315801447963934834e+00 -5.643274874264083696e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.964982330162468926e+00 -6.893410533357573478e-01 6.329164731012573597e+00 -5.583565621654124067e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.980986534505260188e+00 -6.651960432261525558e-01 6.342496222503486436e+00 -5.489360375713853157e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-5.995616208344705100e+00 -6.420669142478916402e-01 6.354666816085878800e+00 -5.368307610688600739e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-6.017636438291540379e+00 -6.067228999753562224e-01 6.373112916186776999e+00 -5.251851945204626393e-01 -7.853981633974482790e-01 3.926990816987241395e-01 -2.500000000000000000e+00
-6.031101087257980886e+00 -5.853695381490392480e-01 6.384523343423272657e+00 -5.180317460416835607e-01 -7.770476190625252855e-01 3.885238095312626427e-01 -2.500000000000000000e+00
-6.051348075599393361e+00 -5.493413970565643734e-01 6.401492992058843257e+00 -5.033151567861504638e-01 -7.549727351792256957e-01 3.774863675896128479e-01 -2.500000000000000000e+00
-6.065400729641921451e+00 -5.257562695345944226e-01 6.413517438531680881e+00 -4.990100374134973094e-01 -7.485150561202459363e-01 3.742575280601229681e-01 -2.500000000000000000e+00
-6.084238258722995951e+00 -4.896313362515657408e-01 6.429439817154404935e+00 -4.803341869628057204e-01 -7.205012804442085805e-01 3.602506402221042903e-01 -2.500000000000000000e+00
-6.099557635643115816e+00 -4.544958747951630684e-01 6.442140690007496673e+00 -4.542583568403112948e-01 -6.813875352604669144e-01 3.406937676302334572e-01 -2.500000000000000000e+00
-6.111515832965317863e+00 -4.300107909380165294e-01 6.452391131278933933e+00 -4.465839980787863484e-01 -6.698759971181795780e-01 3.349379985590897890e-01 -2.500000000000000000e+00
-6.127487090267885073e+00 -3.954270622047673100e-01 6.466119939026206964e+00 -4.319559409531695815e-01 -6.479339114297544278e-01 3.239669557148772139e-01 -2.500000000000000000e+00
-6.136580073925388845e+00 -3.723937896169130513e-01 6.473830155034483447e+00 -4.172107970925995613e-01 -6.258161956388993419e-01 3.129080978194496709e-01 -2.500000000000000000e+00
-6.151554889627814049e+00 -3.395643619516811040e-01 6.486978936722477052e+00 -4.083972109835077857e-01 -6.125958164752616231e-01 3.062979082376308115e-01 -2.500000000000000000e+00
-6.159393301507840590e+00 -3.163609983519312108e-01 6.493634829297677769e+00 -3.917449219830085871e-01 -5.876173829745128252e-01 2.938086914872564126e-01 -2.500000000000000000e+00
-6.169529603501243464e+00 -2.823201517549981943e-01 6.502192168391117022e+00 -3.674269224749873164e-01 -5.511403837124809746e-01 2.755701918562404873e-01 -2.361683319965786954e+00
-6.183746404762963778e+00 -2.518514447802529532e-01 6.515146659010730978e+00 -3.731334923282682015e-01 -5.597002384924023577e-01 2.798501192462011788e-01 -2.405063380899342462e+00
-6.197407748216246404e+00 -2.121636388505613313e-01 6.527387313523441037e+00 -3.556795368657578726e-01 -5.335193052986367812e-01 2.667596526493183906e-01 -2.273492069222433631e+00
-6.208476711211766030e+00 -1.807862881123211696e-01 6.537507506657386003e+00 -3.527900871564449425e-01 -5.291851307346674416e-01 2.645925653673337208e-01 -2.252021271190935536e+00
-6.225500886974766779e+00 -1.368666612603644528e-01 6.553460860471454374e+00 -3.493845193169561325e-01 -5.240767789754341432e-01 2.620383894877170716e-01 -2.226824087084055659e+00
-6.231729458774204033e+00 -1.192041901036176577e-01 6.559343320642832431e+00 -3.484976763488638607e-01 -5.227465145232957910e-01 2.613732572616478955e-01 -2.220281576044494276e+00
-6.241925971723399691e+00 -8.755850898018818773e-02 6.569040142058146792e+00 -3.440258522987285073e-01 -5.160387784480927609e-01 2.580193892240463804e-01 -2.187409922216964286e+00
-6.248715685691506927e+00 -5.508142766514373401e-02 6.575477004917592794e+00 -3.189279776355659624e-01 -4.783919664533489158e-01 2.391959832266744579e-01 -2.006403652399439075e+00
-6.267530938516496342e+00 1.500767915973533206e-02 6.594078629017364968e+00 -2.997482557522837543e-01 -4.496223836284256592e-01 2.248111918142128296e-01 -1.871752895835304020e+00
-6.287295009381206334e+00 1.029106844608323468e-01 6.614626214855539921e+00 -2.807723660246463360e-01 -4.211585490369694762e-01 2.105792745184847381e-01 -1.741344661266523763e+00
-6.301737737840571896e+00 1.660111689129121770e-01 6.630346976512511148e+00 -2.745820526587117172e-01 -4.118730789880675758e-01 2.059365394940337879e-01 -1.699363073757162779e+00
-6.313347662315080377e+00 2.242407431303258813e-01 6.643663704000469572e+00 -2.646196924378046988e-01 -3.969295386567070483e-01 1.984647693283535241e-01 -1.632344202628573271e+00
-6.319743961219960404e+00 2.679036040474085389e-01 6.651671823455144406e+00 -2.494496899367147635e-01 -3.741745349050721314e-01 1.870872674525360657e-01 -1.531512041280899350e+00
-6.324642486551319998e+00 2.990113144889141039e-01 6.657890909014872349e+00 -2.445627298783568104e-01 -3.668440948175352156e-01 1.834220474087676078e-01 -1.499326375589777438e+00
-6.331077508116147001e+00 3.436103814775941512e-01 6.666469378805883750e+00 -2.374820449759968144e-01 -3.562230674639952355e-01 1.781115337319976177e-01 -1.452937120525398917e+00
-6.334286089821019594e+00 3.731663937978835222e-01 6.671261671976329133e+00 -2.292271955540617079e-01 -3.438407933310925757e-01 1.719203966655462879e-01 -1.399206918903708186e+00
-6.338229402501209364e+00 4.030971773786592993e-01 6.676938923531439585e+00 -2.258060009680491753e-01 -3.387090014520737768e-01 1.693545007260368884e-01 -1.377045724896857948e+00
-6.341778613940626030e+00 4.337921434702716184e-01 6.682404025481212706e+00 -2.205318191952743978e-01 -3.307977287929115828e-01 1.653988643964557914e-01 -1.343000648163476862e+00
-6.347392393845804115e+00 4.811939504621484121e-01 6.691247709447627479e+00 -2.144200056601442972e-01 -3.216300084902164458e-01 1.608150042451082229e-01 -1.303724208969067933e+00
-6.350978792879716117e+00 5.131215236196224883e-01 6.697195349810949772e+00 -2.141076119125480681e-01 -3.211614178688221299e-01 1.605807089344110650e-01 -1.301721617931063779e+00
-6.356812636057693311e+00 5.641090309243275147e-01 6.707107869521871990e+00 -2.143021455552142629e-01 -3.214532183328213666e-01 1.607266091664106833e-01 -1.302968614333512409e+00
-6.360384415663848046e+00 5.980123377090412751e-01 6.713601965154328610e+00 -2.136137649194020383e-01 -3.204206473791030296e-01 1.602103236895515148e-01 -1.298556794861904118e+00
-6.365241919879333743e+00 6.478923317426578121e-01 6.723063594465196857e+00 -2.115836749778802206e-01 -3.173755124668203309e-01 1.586877562334101655e-01 -1.285559341337809247e+00
-6.368071331204334662e+00 6.810392543557201028e-01 6.729153709583965082e+00 -2.095017794427163071e-01 -3.142526691640744607e-01 1.571263345820372304e-01 -1.272250732111450233e+00
-6.372144983257045148e+00 7.302257238168271547e-01 6.738359172788070062e+00 -2.083199727730101203e-01 -3.124799591595152082e-01 1.562399795797576041e-01 -1.264705131425097440e+00
-6.374042584750598373e+00 7.623889897317033260e-01 6.743805909125690334e+00 -2.058763588611242923e-01 -3.088145382916864246e-01 1.544072691458432123e-01 -1.249123922054637292e+00
-6.377149326404859764e+00 8.110398596821948303e-01 6.752563244712969315e+00 -2.037255224991649794e-01 -3.055882837487474690e-01 1.527941418743737345e-01 -1.235432461152164318e+00
-6.378048897458471700e+00 8.277822198486786132e-01 6.755487384743744883e+00 -2.018733839274634567e-01 -3.028100758911951851e-01 1.514050379455975925e-01 -1.223659371957610098e+00
-6.381155094002372685e+00 8.793230706051564649e-01 6.765076244676953898e+00 -2.034913337608053874e-01 -3.052370006412080672e-01 1.526185003206040336e-01 -1.233942981219747326e+00
-6.382988585279708360e+00 9.135774929828291979e-01 6.771430550307374396e+00 -2.037674869250971077e-01 -3.056512303876456338e-01 1.528256151938228169e-01 -1.235699388484029493e+00
-6.384885620470654999e+00 9.624090651606380664e-01 6.780069251671489994e+00 -2.017991300284225353e-01 -3.026986950426338030e-01 1.513493475213169015e-01 -1.223187702899670048e+00
-6.385508218335335329e+00 9.942647754965546758e-01 6.785280223175022662e+00 -1.981587227017184705e-01 -2.972380840525776780e-01 1.486190420262888390e-01 -1.200093775761461812e+00
-6.386253168778310396e+00 1.042585377517834644e+00 6.793265073599163983e+00 -1.968401506251281907e-01 -2.952602259376923000e-01 1.476301129688461500e-01 -1.191743573500634534e+00
-6.386687896243762097e+00 1.075681701549282110e+00 6.798852393291287655e+00 -1.968964361802716390e-01 -2.953446542704074584e-01 1.476723271352037292e-01 -1.192099860271357725e+00
-6.387294459940948244e+00 1.126899777630888888e+00 6.807741931708034322e+00 -1.965731463400426648e-01 -2.948597195100640111e-01 1.474298597550320056e-01 -1.190053629312040284e+00
-6.387441910129501466e+00 1.160196172483148658e+00 6.813477980432828041e+00 -1.958297390200111066e-01 -2.937446085300166598e-01 1.468723042650083299e-01 -1.185350040692366047e+00
-6.387224095844149296e+00 1.193474829254951297e+00 6.819009051794328258e+00 -1.940946295548659217e-01 -2.911419443322988965e-01 1.455709721661494482e-01 -1.174381235736226881e+00
-6.387369019838122775e+00 1.244173055688478913e+00 6.828207294904404812e+00 -1.958784332551061214e-01 -2.938176498826591820e-01 1.469088249413295910e-01 -1.185658058600503661e+00
-6.387119719081388425e+00 1.278474306780564396e+00 6.834295671421862117e+00 -1.962219276226409292e-01 -2.943328914339614077e-01 1.471664457169807039e-01 -1.187831143806805656e+00
-6.386774508771668302e+00 1.330863516362844612e+00 6.843950858024401285e+00 -1.980549455391800995e-01 -2.970824183087701353e-01 1.485412091543850677e-01 -1.199436301906194435e+00
-6.386033145814089984e+00 1.366006280381442339e+00 6.850144915550951730e+00 -1.979173708592650571e-01 -2.968760562888975718e-01 1.484380281444487859e-01 -1.198564779294114091e+00
-6.383704422860935424e+00 1.413509223834241491e+00 6.857496813869202512e+00 -1.938961515255438750e-01 -2.908442272883158264e-01 1.454221136441579132e-01 -1.173127351159815701e+00
-6.382431971267905624e+00 1.446026419484200964e+00 6.863029313125589503e+00 -1.931146618631521816e-01 -2.896719927947282724e-01 1.448359963973641362e-01 -1.168191938227087334e+00
-6.380584163989841073e+00 1.498001506918165360e+00 6.872364741216481221e+00 -1.944044483292181602e-01 -2.916066724938272126e-01 1.458033362469136063e-01 -1.176338854752996710e+00
-6.377516525488589494e+00 1.548350257326483348e+00 6.880525891551863005e+00 -1.897423469396485873e-01 -2.846135204094728532e-01 1.423067602047364266e-01 -1.146924294101546948e+00
-6.375513176839818996e+00 1.583471648811541455e+00 6.886564703348033056e+00 -1.902643357727804574e-01 -2.853965036591706861e-01 1.426982518295853430e-01 -1.150213092659467584e+00
-6.373034417282910091e+00 1.617949129807106257e+00 6.892164462018844695e+00 -1.891728096025462325e-01 -2.837592144038193487e-01 1.418796072019096743e-01 -1.143337218936032906e+00
-6.369428898489142732e+00 1.667834041304767201e+00 6.900546656513863120e+00 -1.892331959262207874e-01 -2.838497938893311812e-01 1.419248969446655906e-01 -1.143717481356953725e+00
-6.366500175791298233e+00 1.700559785350847175e+00 6.905690748444571980e+00 -1.870596681327760524e-01 -2.805895021991640648e-01 1.402947510995820324e-01 -1.130039980874786076e+00
-6.362689029372537775e+00 1.750509929496406825e+00 6.914473546631443313e+00 -1.889095698344626650e-01 -2.833643547516939698e-01 1.416821773758469849e-01 -1.141679733572488864e+00
-6.359657439237296650e+00 1.784373424738847858e+00 6.920195024614372414e+00 -1.891402918925118026e-01 -2.837104378387677039e-01 1.418552189193838520e-01 -1.143132455982990514e+00
-6.354898980959728938e+00 1.835151379876121869e+00 6.928873068256611312e+00 -1.888937058973446104e-01 -2.833405588460169433e-01 1.416702794230084717e-01 -1.141579855763989348e+00
-6.351116225325727171e+00 1.868514970661899532e+00 6.934141293837659425e+00 -1.865649701015916206e-01 -2.798474551523874032e-01 1.399237275761937016e-01 -1.126929692907898239e+00
-6.347377677177680866e+00 1.901376853453844440e+00 6.939473019939875975e+00 -1.858777220857034951e-01 -2.788165831285552287e-01 1.394082915642776144e-01 -1.122610464333724467e+00
-6.341644960936330122e+00 1.953257005816067871e+00 6.948365160636014615e+00 -1.866430743978093609e-01 -2.799646115967140414e-01 1.399823057983570207e-01 -1.127420686851272835e+00
-6.335504257464118716e+00 2.005228077242933615e+00 6.957273046746277778e+00 -1.877887256565780039e-01 -2.816830884848670058e-01 1.408415442424335029e-01 -1.134625584535436049e+00
-6.331347368342957971e+00 2.038454210244311504e+00 6.962947276237224870e+00 -1.879880841137833158e-01 -2.819821261706749738e-01 1.409910630853374869e-01 -1.135879886129401051e+00
-6.324713933557300827e+00 2.088659007545315749e+00 6.971481224091741424e+00 -1.876713644032021733e-01 -2.815070466048032460e-01 1.407535233024016230e-01 -1.133887260915043438e+00
-6.320352964629038617e+00 2.121475118682354388e+00 6.977228530276528673e+00 -1.887027370180237862e-01 -2.830541055270356932e-01 1.415270527635178466e-01 -1.140377616582965103e+00
-6.315846988576451437e+00 2.155139345216500413e+00 6.983251806228484959e+00 -1.899376956211925593e-01 -2.849065434317888390e-01 1.424532717158944195e-01 -1.148154957425327138e+00
-6.310872195785729666e+00 2.188384267920348680e+00 6.988858400349383437e+00 -1.893971899268106773e-01 -2.840957848902160299e-01 1.420478924451080149e-01 -1.144750254960711144e+00
-6.302799630172075673e+00 2.239007819575249858e+00 6.997226270397678860e+00 -1.877139946135919224e-01 -2.815709919203878697e-01 1.407854959601939349e-01 -1.134155442417567716e+00
-6.297518769699872898e+00 2.272838416900099912e+00 7.003129634940356674e+00 -1.881721078042295214e-01 -2.822581617063442683e-01 1.411290808531721341e-01 -1.137037852418900652e+00
-6.289343002782660896e+00 2.325133135525057071e+00 7.012562141466869292e+00 -1.913906007052602332e-01 -2.870859010578903359e-01 1.435429505289451679e-01 -1.157313052550386079e+00
-6.283749619015613241e+00 2.358746226911084598e+00 7.018510418796911843e+00 -1.922778526595291526e-01 -2.884167789892937428e-01 1.442083894946468714e-01 -1.162910061243072724e+00
-6.275172063231450714e+00 2.408316959760994358e+00 7.027266096716703991e+00 -1.929207596995626828e-01 -2.893811395493440242e-01 1.446905697746720121e-01 -1.166967775842702837e+00
-6.266115815171466430e+00 2.460562011517456238e+00 7.036856708037231733e+00 -1.953548924907352602e-01 -2.930323387361029042e-01 1.465161693680514521e-01 -1.182346915522588082e+00
